Lista tags in plc4
sono stati raggruppati i tags  (vedi nmin..nmax)
----------------------------------------------------------------+-----------------------------------------------------------------------------------
Nome tag                                                        |Descrizione
PLCTAG_DI_AllRiciclato1..16                                     |Get AllRiciclato 1..10
PLCTAG_DI_PalpatoreRiciclato1..16                               |Get PalpatoreRiciclato 1..10
PLCTAG_DI_LivMinRiciclato1..16                                  |Get LivMinRiciclato 1..10
PLCTAG_DO_SoffioAriaR1..16                                      |Set Soffio Aria R 1..10
PLCTAG_DI_SoffioAriaR1..16                                      |Get Soffio Aria R 1..10
PLCTAG_DO_LampadaR1..16                                         |Set Lampada R 1..10
PLCTAG_DI_GrigliaVibrante_Ric1..10_PalaPresente                 |Get Griglia Vibrante_Ric 1..10 _PalaPresente
PLCTAG_DO_GrigliaVibrante_Ric1..10                              |Get Griglia Vibrante_Ric 1..10
PLCTAG_DI_TermGrigliaVibrante_Ric1..10                          |Get Term Griglia Vibrante_Ric 1..10
PLCTAG_DO_Vibratore_Ric1..10                                    |Set Vibratore Ric 1..10
PLCTAG_DI_Vibratore_Ric1..10                                    |Get Vibratore Ric 1..10
PLCTAG_AO_SetRiciclato1..10                                     |Set Set Riciclato 1..10
PLCTAG_AI_RitRiciclato1..10                                     |Get Rit Riciclato 1..10
PLCTAG_AI_LivRiciclato1..10                                     |Get Liv Riciclato 1..10
PLCTAG_ComandiAux00..29_Uscita                                  |Comandi Aux 00..29 Uscita
PLCTAG_ComandiAux00..29_Ritorno                                 |Comandi Aux 00..29 Ritorno
PLCTAG_ComandiAux00..29_Termica                                 |Comandi Aux 00..29 Termica
PLCTAG_ComandiAux00..29_Inclusione                              |Comandi Aux 00..29 Inclusione
PLCTAG_DO_Motore01..64                                          |Set Motore 01..64
PLCTAG_DI_RitMotore01..64                                       |Get Rit Motore 01..64
PLCTAG_DI_TermMotore01..64                                      |Get Term Motore 01..64
PLCTAG_DI_SicMotore01..64                                       |Get Sic Motore 01..64
PLCTAG_DO_InvMotore01..64                                       |Set Inv Motore 01..64
PLCTAG_DI_Al_Slittamento01..64                                  |Get Al_Slittamento 01..64
PLCTAG_AO_SetMotore01..64                                       |Set Set Motore 01..64
PLCTAG_AI_AmpMotore01..64                                       |Get Amp Motore 01..64
PLCTAG_AI_Amp2Motore05                                          |
PLCTAG_AI_Amp2Motore07                                          |
PLCTAG_AI_Amp2Motore17                                          |
PLCTAG_AI_Amp3Motore17                                          |
PLCTAG_AI_Amp4Motore17                                          |DB46.DBW1436
PLCTAG_AI_Amp2Motore39                                          |DB46.DBW1916
PLCTAG_AI_Amp3Motore39                                          |DB46.DBW1918
PLCTAG_AI_Amp4Motore39                                          |DB46.DBW1920
PLCTAG_NM_PRED_Start_Auto                                       |
PLCTAG_NM_PRED_Stop_Auto                                        |
PLCTAG_NM_PRED_Auto_Man                                         |
PLCTAG_NM_PRED_RICFUT_Inerte_Set1..12                           |
PLCTAG_NM_PRED_RICFUT_Ricic_Set1..7                             |
PLCTAG_NM_PRED_RICFUT_Afreddo                                   |
PLCTAG_NM_PRED_Lancia_Ricetta                                   |
PLCTAG_NM_PRED_Arresta_Ricetta                                  |
PLCTAG_NM_NC1                                                   |
PLCTAG_NM_NC2                                                   |
PLCTAG_NM_NC3                                                   |
PLCTAG_NM_NCRIC                                                 |
PLCTAG_NM_NCRICFREDDO                                           |
PLCTAG_NM_CMD_SemiAuto_1..100                                   |NM_CMD_SemiAuto_1..100
PLCTAG_NM_CMD_InvSemiAuto_1..10                                 |Comando di inversione PCL
PLCTAG_NM_CMD_ManutenzioneMotore                                |Motore in manutenzione (0 = nessuno)
PLCTAG_NM_F1_Gestione                                           |
PLCTAG_NM_F2_Gestione                                           |
PLCTAG_NM_F3_Gestione                                           |
PLCTAG_NM_B1_Scambio                                            |
PLCTAG_NM_B2_Scambio                                            |
PLCTAG_NM_FORZA_PCL                                             |
PLCTAG_NM_RicettaVagliata                                       |
PLCTAG_NM_TestPredosatori                                       |
PLCTAG_NM_TamburoArrestoImmediato                               |
PLCTAG_NM_Tamburo2ArrestoImmediato                              |
PLCTAG_NM_FILERIZ_AUTO_MAN                                      |Fillerizzazione =1 Auto, =0 Man
PLCTAG_NM_FILERIZ_START_MAN                                     |Fillerizzazione Start Manuale
PLCTAG_NM_FILERIZ_VEL_MAN                                       |Fillerizzazione Velocità Manuale
PLCTAG_NM_FILERIZ_SEL_F1F2                                      |Fillerizzazione Selezione F1F2
PLCTAG_NM_FILERIZ_PRES_OK                                       |Fillerizzazione Pressione OK
PLCTAG_NM_FILLER1_EVAC_TIMEOUT                                  |
PLCTAG_NM_FILLER1_EVAC_FORZ_FILTRODMR                           |
PLCTAG_NM_EV_FORZATO_AP                                         |
PLCTAG_NM_EV_FORZATO_CH                                         |
PLCTAG_NM_FILLER1_TSF_TIMEOUT                                   |
PLCTAG_NM_FILLER1_FILTRODMR                                     |
PLCTAG_NM_IN_BIT_BASSA_TEMP_BIT1                                |=1 La temperatura del bitume sono basse (bit generato dalla logica nel Cyb500)
PLCTAG_NM_IN_BIT_BIT2_IN_BLENDING                               |
PLCTAG_NM_IN_BIT_PES_BITUME1                                    |Pesata Bitume1
PLCTAG_NM_IN_BIT_PES_BITUME2                                    |Pesata Bitume2
PLCTAG_NM_IN_BRUC_AL_TEMP_ENT_FILTRO                            |Se alto non si ascolta la temperatura
PLCTAG_NM_IN_ARRESTO_IMM                                        |Arresto motori immediato
PLCTAG_NM_Ritorno_1..100                                        |Ritorno "virtuale" del motore (non considera eventuali cicli on/off) 1..100
PLCTAG_NM_RitornoIndietro_1..100                                |Ritorno "virtuale" del motore (non considera eventuali cicli on/off) 1..100
PLCTAG_NM_ForzatoDarwin_1..100                                  |ForzatoDarwin_1..100
PLCTAG_NM_AllarmeMotore_1..100                                  |Array di bit di allarme 1..100
PLCTAG_NM_MOTORI_StatoAutomatico                                |
PLCTAG_NM_MOTORI_StatoSemiAutomatico                            |
PLCTAG_NM_MOTORI_StatoManutenzione                              |
PLCTAG_NM_COUNTDOWN_MAX_Nv                                      |
PLCTAG_NM_COUNTDOWN_PAUSA_Sirena                                |
PLCTAG_NM_COUNTDOWN_LAVORO_Sirena                               |
PLCTAG_NM_COUNTDOWN_MOTORE_Avviamento                           |
PLCTAG_NM_COUNTDOWN_MOTORE_Spegnimento                          |
PLCTAG_NM_OUT_ValvolaTSF                                        |
PLCTAG_NM_OUT_Sirena                                            |
PLCTAG_NM_OUT_SeqInCorso                                        |
PLCTAG_NM_OUT_Ciclo_Sirena                                      |
PLCTAG_NM_BloccoMotore_1..100                                   |NM_BloccoMotore_1..100
PLCTAG_NM_MOTORE_AvviamentoSpegnimento                          |
PLCTAG_NM_MOTORI_CmdAutomatico                                  |
PLCTAG_NM_MOTORI_CmdSemiAutomatico                              |
PLCTAG_NM_MOTORI_CmdManutenzione                                |
PLCTAG_NM_MOTORI_StartSequenza                                  |
PLCTAG_NM_MOTORI_AvviamentoRidotto                              |
PLCTAG_NM_MOTORI_GruppoAvviamentoRidotto                        |
PLCTAG_NM_MOTORI_StopSequenza                                   |
PLCTAG_NM_MOTORI_ACK                                            |
PLCTAG_NM_MOTORI_TrasfParam                                     |
PLCTAG_NM_CountDown_NV                                          |
PLCTAG_NM_Sequenze_ListaAvvCompleta_1..100                      |NM_Sequenze_ListaAvvCompleta_1..100
PLCTAG_NM_Sequenze_ListaSpegnimento_1..100                      |NM_Sequenze_ListaSpegnimento_1..100
PLCTAG_NM_ZonaAsservimenti_AsservimentiDefault_1..100           |NM_ZonaAsservimenti_AsservimentiDefault_1..100
PLCTAG_NM_SIRENA_Abilitazione                                   |
PLCTAG_NM_SIRENA_Tintervento                                    |
PLCTAG_NM_SIRENA_Tlavoro                                        |
PLCTAG_NM_SIRENA_Tpausa                                         |
PLCTAG_NM_NV_Timeout                                            |
PLCTAG_NM_NV_TipoLiv                                            |0 Digitale, 1 =Analogica
PLCTAG_NM_NV_Anal_MinIN                                         |
PLCTAG_NM_NV_Anal_MaxIN                                         |
PLCTAG_NM_NV_Anal_MinOUT                                        |
PLCTAG_NM_NV_Anal_MaxOUT                                        |
PLCTAG_NM_NV_LivelloAnalMax                                     |
PLCTAG_NM_RIF_Timeout                                           |                                                                                      20161129
PLCTAG_NM_FILLER_ElevatoreF2SuF1                                |=1 se l'elevatore F1 è comune ad F2
PLCTAG_NM_FILLER_ElevatoreF2SuF3                                |=1 se l'elevatore F2 è comune ad F3
PLCTAG_NM_FILLER_InclusioneF2                                   |=1 gestito il filler 2
PLCTAG_NM_FILLER_InclusioneF3                                   |=1 gestito il filler 3
PLCTAG_NM_FILLER_ModTopTowerF1                                  |
PLCTAG_NM_FILLER_ModTopTowerF2                                  |
PLCTAG_NM_FILLER_ModTopTowerF3                                  |                                                                                     201511218
PLCTAG_NM_FILLER_LivEsterni                                     |
PLCTAG_NM_FILLER_TramTamp_F2                                    |
PLCTAG_NM_FILLER_EvacSiloFiller1                                |
PLCTAG_NM_BITUME_Bit_InBlending                                 |
PLCTAG_NM_BITUME_AvvioPCLConDosaggio                            |=1 si avvia PCL direttamente col dosaggio (manca la 3-vie)
PLCTAG_NM_BITUME_AvvioPCL2ConDosaggio                           |=1 si avvia PCL direttamente col dosaggio (manca la 3-vie)
PLCTAG_NM_FILLERIZZAZIONE_SogliaMinima                          |Minima Depressione Fillerizzazione
PLCTAG_NM_FILLERIZZAZIONE_IsterersiMinDep                       |
PLCTAG_NM_DEFLETTORI_AbilitaDefAnelloElev                       |
PLCTAG_NM_ELEVCALDO_AbilitaDefAnelloRif                         |
PLCTAG_NM_ELEVCALDO_AbilitaDefMod                               |
PLCTAG_NM_BRUCIATORE1_TipoCombGas                               |
PLCTAG_NM_BRUCIATORE2_TipoCombGas                               |
PLCTAG_NM_BRUCIATORE1_InclAvvCaldo                              |
PLCTAG_NM_BRUCIATORE2_InclAvvCaldo                              |
PLCTAG_NM_BRUCIATORE1_TipoCombOlio                              |
PLCTAG_NM_BRUCIATORE2_TipoCombOlio                              |
PLCTAG_NM_NASTRITimeoutNC                                       |Timeout Nastri Collettori in [sec]
PLCTAG_NM_NASTRITimeoutNRicF                                    |Timeout Nastri Riciclato Freddo in [sec]
PLCTAG_NM_NASTRITimeoutNRicC                                    |Timeout Nastri Riciclato Caldo in [sec]
PLCTAG_NM_ParametriOK                                           |
PLCTAG_NM_AccesoForzatoPLC_1..100                               |=1 il comando manuale non è accettato e deve essere azzerato; azzerare anche questo toggle
PLCTAG_NM_SpentoForzatoPLC_1..100                               |
PLCTAG_NM_OUT_Blocca_Scar_F1..2                                 |
PLCTAG_NM_OUT_PrenotaAvvCaldo                                   |
PLCTAG_NM_IN_START_BRUC1..2                                     |Almeno un predosatore su Nastro Collettore 2 (al momento non usata)
PLCTAG_NM_IN_START_RID_BRUC1..2                                 |Almeno un predosatore su Nastro Riciclato Caldo (al momento non usata)
PLCTAG_NM_IN_START_STOPBRUC1..2                                 |
PLCTAG_NM_MOTORE1..100_Presente                                 |Il Motore è presente
PLCTAG_NM_MOTORE1..100_UscitaInvertita                          |=1 Uscita Motore Invertito
PLCTAG_NM_MOTORE1..100_RitornoInvertito                         |=1 Ritorno Motore Invertito
PLCTAG_NM_MOTORE1..100_TipoInversione                           |=1 Marcia+Inversione =0 Avanti+Indietro
PLCTAG_NM_MOTORE1..100_IO_InverterPresente                      |=1 Inverter Presente
PLCTAG_NM_MOTORE1..100_IO_InverterScaling_MinIN                 |Min Input
PLCTAG_NM_MOTORE1..100_IO_InverterScaling_MaxIN                 |Max Input
PLCTAG_NM_MOTORE1..100_Esclusioni_Uscita                        |=1 Uscita non generata (sola visualizzazione)
PLCTAG_NM_MOTORE1..100_Esclusioni_Ritorno                       |=1 Ritorno Simulato
PLCTAG_NM_MOTORE1..100_Sequenza_SoloVisualizzazione             |=1 Solo Visualizzato (escluso dalle sequenze e non comanda alcuna uscita)
PLCTAG_NM_MOTORE1..100_Sequenza_EsclusionAvv                    |=1 Escluso dall'Avviamento
PLCTAG_NM_MOTORE1..100_Sequenza_EsclusionSpe                    |=1 Escluso dallo Spegnimento
PLCTAG_NM_MOTORE1..100_Sequenza_InclAvvRidotto                  |=1 Incluso Avviamento Ridotto
PLCTAG_NM_MOTORE1..100_Sequenza_GruppoAvvRidotto                |Gruppo Avviamento Ridotto
PLCTAG_NM_MOTORE1..100_Sequenza_TempoRitAvvMotSuc               |Tempo Ritardo Avviamento Motore Successivo [sec]
PLCTAG_NM_MOTORE1..100_Sequenza_TempoRitSpeMotSuc               |Tempo Ritardo Spegnimento Motore Successivo [sec]
PLCTAG_NM_MOTORE1..100_Timeout_Avvio                            |Timeout Avvio [sec]
PLCTAG_NM_MOTORE1..100_Timeout_Arresto                          |Timeout Arresto [sec]
PLCTAG_NM_MOTORE1..100_PausaLavoro_Presenza                     |=1 Presente Pausa/Lavoro
PLCTAG_NM_MOTORE1..100_PausaLavoro_Tpausa                       |Tempo Pausa [sec]
PLCTAG_NM_MOTORE1..100_PausaLavoro_Tlavoro                      |Tempo Lavoro [sec]
PLCTAG_NM_MOTORE1..100_Antislittamento_Presente                 |=1 Presenza Antislittamento
PLCTAG_NM_MOTORE1..100_Antislittamento_Tempo                    |Tempo Allarme Antislittamento [sec]
PLCTAG_NM_MOTORE1..100_Amperometri_Presente                     |Amperometro
PLCTAG_NM_MOTORE1..100_Amperometri_LimMin                       |Indirizzo Amperometro (se 0 è non presente)
PLCTAG_NM_MOTORE1..100_Amperometri_LimMax                       |Min Output
PLCTAG_NM_MOTORE1..100_Amperometri_MaxOut                       |Max Output
PLCTAG_NM_MOTORE1..100_Amperometri_ValScal                      |
PLCTAG_NM_MOTORE_AmperometrAux1..8_Presente                     |
PLCTAG_NM_MOTORE_AmperometrAux1..8_ValMaxOut                    |
PLCTAG_NM_MOTORE_AmperometrAux1..8_ValLimMin                    |
PLCTAG_NM_MOTORE_AmperometrAux1..8_ValLimMax                    |
PLCTAG_NM_MOTORE_AmperometrAux1..8_ValScal                      |
PLCTAG_DI_SiloSottoScambOK                                      |Ritorno selezione scambio silo sotto OK
PLCTAG_DI_SiloMemTempScar                                       |Pulsante di acquisizione temperatura scarico silo
PLCTAG_DI_BloccoScMescolatore                                   |Blocco scarico mescolatore
PLCTAG_DI_BloccoBenna                                           |Blocco benna
PLCTAG_DO_SiloConsensoCarico_Celle                              |
PLCTAG_DO_SiloConsensoScarico_Celle                             |
PLCTAG_DO_SiloArganoBinario_Salita                              |
PLCTAG_DO_SiloArganoBinario_Discesa                             |
PLCTAG_DO_Silo01..12                                            | ---------- SILO 1..12 (D=11 R=12) ----------
PLCTAG_DO_ComandoScaricoSilo01..12                              |
PLCTAG_DI_TelescaricoSilo01..12                                 |
PLCTAG_DI_RitSilo01..12                                         |
PLCTAG_DI_PortScarSilo01..12                                    |
PLCTAG_DI_LivMaxSilo01..12                                      |
PLCTAG_DI_CappelloSilo01..12_Aperto                             |
PLCTAG_DI_CappelloSilo01..12_Chiuso                             |
PLCTAG_AI_LivSilo01..12                                         |
PLCTAG_AI_PesoSilo01..12                                        |
PLCTAG_AI_TempSilo01..12                                        |
PLCTAG_DO_AsseA_BennaStart                                      |AsseA : Asse ausiliario (ex asse 2)
PLCTAG_DO_AsseA_SpruzzAntiad                                    |
PLCTAG_DI_AsseA_BennaChiusa                                     |
PLCTAG_DI_AsseA_BennaAperta                                     |
PLCTAG_DI_BennaPronta                                           |
PLCTAG_DI_AsseA_FC_PuntoCarico                                  |
PLCTAG_DI_AsseA_BennaFcSuperiore                                |
PLCTAG_DI_BinarioPosDiretto                                     |
PLCTAG_DI_BinarioPosSilo                                        |
PLCTAG_DO_BinarioSalita                                         |
PLCTAG_DO_BinarioDiscesa                                        |
PLCTAG_DO_AsseA_Scarico                                         |
PLCTAG_DI_AsseA_FC_LavoroSX                                     |
PLCTAG_DI_AsseA_ExtraCorsaSX                                    |
PLCTAG_DI_AsseA_ExtraCorsaDX                                    |
PLCTAG_DI_BinarioTermica                                        |
PLCTAG_DI_AsseA_Sicurezza                                       |
PLCTAG_AI_AsseA_Posizione                                       |
PLCTAG_DO_AsseP_NavettaStart                                    |AsseP : Asse principale (ex asse 1)
PLCTAG_DO_AsseP_SpruzzAntiad                                    |
PLCTAG_DI_AsseP_NavettaChiusa                                   |
PLCTAG_DI_AsseP_NavettaAperta                                   |
PLCTAG_DI_AsseP_FC_PuntoCarico                                  |
PLCTAG_DI_AsseP_ExtraCorsaSX                                    |
PLCTAG_DI_AsseP_ExtraCorsaDX                                    |
PLCTAG_DI_AsseP_Scarico                                         |
PLCTAG_DI_AsseP_FC_LavoroSX                                     |
PLCTAG_DI_AsseA_FC_ScambioRifiuti                               |
PLCTAG_DI_AsseA_FC_ScambioSilo                                  |
PLCTAG_DI_Assi_SbloccoSicurezza                                 |
PLCTAG_DI_AsseP_Sicurezza                                       |
PLCTAG_DI_AsseP_BennaFcSuperiore                                |
PLCTAG_Enable_Navetta_Con_Benna                                 |20160923 era indirizzo sbagliato
PLCTAG_DO_Silo1D2_Pistone1                                      |
PLCTAG_DO_Silo1D2_Pistone2                                      |
PLCTAG_AI_NavettaPosizione                                      |
PLCTAG_DO_AsseP_Scarico                                         |
PLCTAG_DI_Silo1D2_FC_Pistone1_AP                                |
PLCTAG_DI_Silo1D2_FC_Pistone1_CH                                |
PLCTAG_DI_Silo1D2_FC_Pistone2_AP                                |
PLCTAG_DI_Silo1D2_FC_Pistone2_CH                                |
PLCTAG_DO_AbilitaSpruzzaturaAntiadesivoBenna                    |
PLCTAG_DO_FiltCamera01..32                                      |
PLCTAG_DO_FiltChModulatore                                      |
PLCTAG_DO_FiltApModulatore                                      |
PLCTAG_DI_FiltChModulatore                                      |
PLCTAG_DI_FiltApModulatore                                      |
PLCTAG_DI_FiltTermModulatore                                    |
PLCTAG_AI_FiltPosModulatore                                     |
PLCTAG_DO_FiltChModAriaFr                                       |
PLCTAG_DO_FiltApModAriaFr                                       |
PLCTAG_DI_FiltChModAriaFr                                       |
PLCTAG_DI_FiltApModAriaFr                                       |
PLCTAG_DI_FiltTermModAriaFr                                     |
PLCTAG_AI_FiltPosModAriaFr                                      |
PLCTAG_AI_FiltDepressione                                       |
PLCTAG_AI_FiltTempEntrata                                       |
PLCTAG_AI_FiltTempUscita                                        |
PLCTAG_DI_FiltSictempITT                                        |
PLCTAG_DI_DepressFiltroOK                                       |
PLCTAG_DI_ConsPuliziaFiltro                                     |
PLCTAG_DO_FiltValvPresep                                        |
PLCTAG_DI_FiltValvPresepAp                                      |
PLCTAG_DI_FiltValvPresepCh                                      |
PLCTAG_DO_ValvPresepAnello                                      |                                                                                      20160105
PLCTAG_DI_ValvPresepAnello_Ap                                   |                                                                                      20160105
PLCTAG_disp_2857_0                                              |DB46.DBX2857.0
PLCTAG_disp_2857_1                                              |DB46.DBX2857.1
PLCTAG_disp_2857_2                                              |DB46.DBX2857.2
PLCTAG_disp_2857_3                                              |DB46.DBX2857.3
PLCTAG_DO_FiltAttuat01                                          |Nuova Gestione Motori
PLCTAG_SelezioneF3                                              |//20151218
PLCTAG_DI_FiltAttuatCh01                                        |
PLCTAG_DI_FiltAttuatAp01                                        |
PLCTAG_DI_FiltTermAttuat01                                      |
PLCTAG_DO_FiltValvola1..3                                       |
PLCTAG_DI_FiltValvola1..3Ch                                     |
PLCTAG_DI_FiltValvola1..3Ap                                     |
PLCTAG_DI_FiltValvola1..3Ris                                    |
PLCTAG_DI_FiltLivMaxMacCina                                     |
PLCTAG_AI_Depress_Ingresso_Filt                                 |DB46.DBW2860
PLCTAG_DI_Term_Coclea_Evac                                      |Termica coclea evacuazione //20150306
PLCTAG_DO_BrucChModulatore                                      |Comando chiusura modulatore
PLCTAG_DO_BrucApModulatore                                      |Comando apertura modulatore
PLCTAG_DI_BrucModulatoreCh                                      |Finecorsa modulatore chiuso
PLCTAG_DI_BrucModulatoreAp                                      |Finecorsa modulatore aperto
PLCTAG_DI_BrucTermModulatore                                    |
PLCTAG_DO_ChiusuraFumiTamburo1                                  |DB46.DBX2880.5
PLCTAG_DO_AperturaFumiTamburo1                                  |DB46.DBX2880.6
PLCTAG_DI_FC_FumiTamburo1_CH                                    |DB46.DBX2880.7
PLCTAG_DI_FC_FumiTamburo1_AP                                    |DB46.DBX2881.0
PLCTAG_DI_Term_Modul_Aspiraz_Bruc1                              |
PLCTAG_AI_BrucPosModulatore                                     |
PLCTAG_AI_BrucDepressione                                       |
PLCTAG_DO_BrucAttuat01..03                                      |
PLCTAG_DI_BrucAttuatCh01..03                                    |
PLCTAG_DI_BrucAttuatAp01..03                                    |
PLCTAG_DI_BrucTermAttuat01..03                                  |
PLCTAG_DO_BrucStart                                             |
PLCTAG_DI_BrucAcceso                                            |
PLCTAG_DI_BrucBlocco                                            |
PLCTAG_DI_BrucPosAccensione                                     |
PLCTAG_DI_BrucPressGasOK                                        |
PLCTAG_DI_BrucBloccoLDU                                         |
PLCTAG_DI_BrucPressCombBass                                     |
PLCTAG_DI_BrucTempCombOK                                        |Olio combustibile in temperatura
PLCTAG_DI_BrucSicTempcomb                                       |Sicurezza temperatura olio combustibile
PLCTAG_DI_AllTenutaValvoleOC                                    |DB46.DBX2888.5
PLCTAG_DI_PressInsufComprBruc                                   |DB46.DBX2888.6
PLCTAG_AI_BrucTempscivolo                                       |
PLCTAG_DO_BrucDeflRic                                           |NEW MOTORS
PLCTAG_DI_BrucDeflRicTamb                                       |
PLCTAG_DI_BrucDeflRicElev                                       |
PLCTAG_DO_BrucModRicApre                                        |NEW MOTORS
PLCTAG_DO_BrucModRicChiude                                      |NEW MOTORS
PLCTAG_DI_BrucModRicTamb                                        |Finecorsa modulatore riciclato a essiccatore
PLCTAG_DI_BrucModRicElev                                        |Finecorsa modulatore riciclato a elevatore
PLCTAG_DI_BrucModRicTerm                                        |Termica modulatore riciclato essiccatore/elevatore
PLCTAG_AI_BrucModRic_UNUSED                                     |Posizione modulatore riciclato
PLCTAG_DO_BrucDeflVaglRic                                       |Comando deflettore vaglio riciclato nastro/pesatura
PLCTAG_DI_BrucDeflVaglRicN                                      |Finecorsa deflettore vaglio riciclato su nastro (ricircolo)
PLCTAG_DI_BrucDeflVaglRicP                                      |Finecorsa deflettore vaglio riciclato su pesatura
PLCTAG_DI_BrucSelezGas                                          |DB46.DBX2893.4
PLCTAG_DI_BrucSelezOlio                                         |DB46.DBX2893.5
PLCTAG_DI_BrucSelezGasolio                                      |DB46.DBX2893.6
PLCTAG_AI_BrucTempTermocoppiaUscita                             |
PLCTAG_AI_Bruc_Contalitri                                       |
PLCTAG_AI_BrucTempIngressoTamburo                               |
PLCTAG_AI_Bruc_Contalitri_DI                                    |DB46.DBD2902
PLCTAG_AI_ModulatoreFumiTamburo1                                |DB46.DBW2906
PLCTAG_AI_TempScambiatBruc1                                     |EX PLCTAG_AI_BrucModRic
PLCTAG_DI_AltaPressione_PompaCombustibile                       |
PLCTAG_DI_SiloFilMin01..07                                      |
PLCTAG_DI_SiloFilMed01..07                                      |
PLCTAG_DI_SiloFilMax01..07                                      |
PLCTAG_DO_SiloFilAria01..07                                     |
PLCTAG_DO_SiloFilDeum01..07                                     |
PLCTAG_DO_SiloFilVibr01..07                                     |
PLCTAG_DI_SiloFilAria01..07                                     |
PLCTAG_DI_SiloFilDeum01..07                                     |
PLCTAG_DI_SiloFilVibr01..07                                     |
PLCTAG_DI_SiloFilVibrTerm01..07                                 |
PLCTAG_AI_SiloFilLiv01..07                                      |
PLCTAG_DI_SiloFilMinSxDMR                                       |DB46.DBX3054.0
PLCTAG_DI_SiloFilMedSxDMR                                       |
PLCTAG_DI_SiloFilMaxSxDMR                                       |
PLCTAG_DI_SiloFilMinCnDMR                                       |
PLCTAG_DI_SiloFilMedCnDMR                                       |
PLCTAG_DI_SiloFilMaxCnDMR                                       |
PLCTAG_DI_SiloFilMinDxDMR                                       |
PLCTAG_DI_SiloFilMedDxDMR                                       |
PLCTAG_DI_SiloFilMaxDxDMR                                       |
PLCTAG_DO_SiloFilAriaDMR                                        |
PLCTAG_DO_SiloFilDeumDMR                                        |
PLCTAG_DO_SiloFilVibrDMR                                        |
PLCTAG_DI_SiloFilAriaDMR                                        |
PLCTAG_DI_SiloFilDeumDMR                                        |
PLCTAG_DI_SiloFilVibrDMR                                        |
PLCTAG_DI_SiloFilVibrTermDMR                                    |
PLCTAG_AI_SiloFilLivDMR                                         |
PLCTAG_DO_EvacuazFillerSilo                                     |
PLCTAG_DI_EvacuazFillerSilo                                     |
PLCTAG_CocleeManualeComandoComposto                             |
PLCTAG_CocleeManualeRitorno1..16                                |
PLCTAG_AI_ModulatoreBruciatore2                                 |DB46.DBW3096
PLCTAG_AI_DepressioneBruciatore2                                |DB46.DBW3098
PLCTAG_AI_TempScivoloTamburo2                                   |DB46.DBW3104
PLCTAG_AI_ModulatoreFumiTamburo2                                |DB46.DBW3120
PLCTAG_DO_ModulatoreBruc2Chiusura                               |DB46.DBX3094.0
PLCTAG_DO_ModulatoreBruc2Apertura                               |DB46.DBX3094.1
PLCTAG_DI_TermicaModulatoreBruc2                                |DB46.DBX3094.4
PLCTAG_DO_ChiusuraFumiTamburo2                                  |DB46.DBX3094.5
PLCTAG_DO_AperturaFumiTamburo2                                  |DB46.DBX3094.6
PLCTAG_DI_FC_FumiTamburo2_CH                                    |DB46.DBX3094.7
PLCTAG_DI_FC_FumiTamburo2_AP                                    |DB46.DBX3095.0
PLCTAG_DI_Term_Modul_Aspiraz_Bruc2                              |
PLCTAG_DO_Bruciatore2Start                                      |DB46.DBX3101.4
PLCTAG_DI_Bruciatore2Acceso                                     |DB46.DBX3101.5
PLCTAG_DI_Bruciatore2Blocco                                     |DB46.DBX3101.6
PLCTAG_DI_Bruciatore2ModulPosizAccens                           |DB46.DBX3101.7
PLCTAG_DI_PressioneGasOK2                                       |DB46.DBX3102.0
PLCTAG_DI_BloccoLdu2                                            |DB46.DBX3102.1
PLCTAG_DI_OlioCombustibile2_PressioneInsufficiente              |DB46.DBX3102.2
PLCTAG_DI_OlioCombustibile2_TemperaturaOK                       |DB46.DBX3102.3
PLCTAG_DI_OlioCombustibile2_SicurezzaTemp                       |DB46.DBX3102.4
PLCTAG_DI_OlioCombustibile2_AllarmeTenutaValvole                |DB46.DBX3102.5
PLCTAG_DI_CompressoreBruciatore2_PressioneInsufficiente         |DB46.DBX3102.6
PLCTAG_AI_Temp_Fumi_Out_Tamb2                                   |DB46.DBW3122
PLCTAG_DO_Flap_Antincendio_Tamb2                                |DB46.DBX3124.0
PLCTAG_DO_DeflettoreBypassATamburo_Tamb2                        |Uscita per posizionare il deflettore per il bypass del tamburo parallelo
PLCTAG_DI_FC_DeflettoreBypassATamburo_Tamb2                     |FC deflettore bypass a tamburo
PLCTAG_DI_FC_DeflettoreBypassANastro_Tamb2                      |FC deflettore bypass a nastro
PLCTAG_DI_Rit_Press_Fillerizz                                   |Ritorno del pressostato che dice se la pressione del compressore della filleriz è ok
PLCTAG_Motore08_Slittamento_PrimaSoglia                         |Elevatore Caldo Slittamento Prima Soglia 20150302
PLCTAG_Motore28_Slittamento_PrimaSoglia                         |Elevatore Riciclato Slittamento Prima Soglia 20150302
PLCTAG_Termica_Alim_FCD                                         |Termica Darwin Alimentazione FCD
PLCTAG_Ter_Coclea_Da_EF_A_PesF1                                 |
PLCTAG_Ter_Coclea_Da_EF_A_PesF2                                 |
PLCTAG_TermicaVibrSoffioEstrazF                                 |20160419 Termica soffio aria o vibratore estrazione filler (F1, F2, F3, ...)
PLCTAG_NumRicDos                                                |PLCTAG_DOSAGGIO Numero ricetta dosaggio
PLCTAG_TimerMescolaz                                            |Tempo mescolazione
PLCTAG_TimerScMesc                                              |Tempo scarico mescolatore
PLCTAG_SetA1..10                                                |Set aggregato 1
